Phone_ID,Brand,Model,Release_Year,Price_USD,Price_INR,RAM_GB,Storage_GB,Processor,Chipset,GPU,Battery_mAh,Charging_Watts,Wireless_Charging,Display_Size_Inches,Resolution,Refresh_Rate_Hz,Display_Type,Rear_Camera_MP,Front_Camera_MP,Number_of_Rear_Cameras,Video_Recording,Operating_System,OS_Version,SIM_Type,Has_5G,Has_NFC,Bluetooth_Version,WiFi_Standard,Fingerprint_Type,Water_Resistance,Weight_Grams,Color,User_Rating,Number_of_Reviews
PH-765652,Vivo,Vivo X100 Pro,2023,496,41168,6,512,Snapdragon 7 Gen 3,Dimensity 8300 Ultra,Mali-G610 MC6,4835,67,Yes,6.3,1080x2520,120,AMOLED,108,8,3,4K@120fps,Android,15,Dual SIM,Yes,Yes,5.4,Wi-Fi 7,Under-display,IP52,186,Blue,4.3,38687
PH-638897,Vivo,Vivo Y18,2023,565,46895,6,128,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Immortalis-G715,4556,45,No,6.8,1080x2520,90,Super AMOLED,48,12,2,4K@120fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 6E,Side-mounted,IP67,170,Midnight,4.3,15676
PH-988046,Vivo,Vivo V30e,2023,592,49136,12,128,Snapdragon 7 Gen 3,Dimensity 8300 Ultra,Mali-G615 MC2,5143,80,Yes,6.9,1440x3200,90,AMOLED,64,12,3,4K@60fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.0,Wi-Fi 7,Under-display,IP54,172,Silver,4.5,33167
PH-208807,Vivo,Vivo V30e,2023,547,45401,12,256,Snapdragon 7s Gen 2,Exynos 1380,Adreno 732,4602,45,Yes,6.2,1440x3200,120,AMOLED,50,12,3,8K@30fps,Android,15,Dual SIM (Nano-SIM),Yes,No,5.0,Wi-Fi 7,Under-display,IP67,176,Green,4.2,33893
PH-176830,Vivo,Vivo Y18,2024,522,43326,8,512,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Adreno 725,4840,80,No,6.4,1440x3200,120,AMOLED,12,16,2,4K@120fps,Android,15,Dual SIM,Yes,No,5.0,Wi-Fi 6E,Side-mounted,IP52,175,Black,4.4,6154
PH-399092,Vivo,Vivo X100,2023,489,40587,6,512,Exynos 1380,Snapdragon 7 Gen 3,Mali-G610 MC6,4511,67,No,6.6,1080x2400,120,Super AMOLED,50,20,2,4K@60fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,No,5.3,Wi-Fi 7,Side-mounted,IP54,171,Green,4.5,6241
PH-516329,Vivo,Vivo X100 Pro,2023,584,48472,8,512,MediaTek Dimensity 7200,Snapdragon 7s Gen 2,Immortalis-G715,5138,67,No,6.8,1080x2520,120,Super AMOLED,12,16,2,4K@60fps,Android,13,Dual SIM (Nano-SIM),Yes,No,5.3,Wi-Fi 6,Side-mounted,None,204,Black,4.1,12118
PH-642277,Vivo,Vivo V30e,2023,340,28220,6,512,Snapdragon 7s Gen 2,Dimensity 8300 Ultra,Mali-G615 MC2,4610,80,Yes,6.3,1440x3200,90,OLED,108,16,2,4K@120fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,No,5.1,Wi-Fi 6E,Side-mounted,IP52,166,White,4.2,38725
PH-573528,Vivo,Vivo X100,2025,415,34445,12,512,Snapdragon 7 Gen 3,Dimensity 7200,Adreno 725,4505,67,Yes,6.5,1080x2400,90,AMOLED,64,20,3,4K@60fps,Android,14,Dual SIM,Yes,No,5.3,Wi-Fi 5,None,IP68,204,Gold,4.2,48094
PH-380633,Vivo,Vivo X100,2025,369,30627,12,512,Exynos 1380,Dimensity 8300 Ultra,Mali-G615 MC2,4063,80,Yes,6.6,1080x2400,90,AMOLED,50,16,3,4K@60fps,Android,14,Dual SIM (Nano-SIM),Yes,No,5.3,Wi-Fi 6,Rear-mounted,IP68,197,Green,4.1,11225
PH-186970,Vivo,Vivo V30e,2024,506,41998,6,512,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Immortalis-G715,4312,45,Yes,6.7,1440x3200,90,Super AMOLED,48,12,2,4K@60fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,No,5.0,Wi-Fi 7,None,None,207,Purple,4.6,15921
PH-957473,Vivo,Vivo X100,2023,485,40255,12,512,Dimensity 8300 Ultra,Snapdragon 7 Gen 3,Mali-G610 MC6,5136,80,Yes,6.4,1080x2520,120,OLED,64,16,3,4K@120fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,No,5.2,Wi-Fi 7,None,IP68,184,Green,4.3,6244
PH-451452,Vivo,Vivo X100,2023,319,26477,6,128,Exynos 1380,Dimensity 7200,Immortalis-G715,5012,45,Yes,6.3,1080x2520,90,AMOLED,50,12,3,8K@24fps,Android,14,Dual SIM,Yes,No,5.2,Wi-Fi 5,Under-display,IP54,188,Graphite,4.3,39816
PH-936866,Vivo,Vivo V40 Pro,2025,324,26892,8,512,MediaTek Dimensity 7200,Exynos 1380,Mali-G615 MC2,5056,67,No,6.2,1080x2520,120,Super AMOLED,108,16,2,8K@30fps,Android,13,Dual SIM,Yes,No,5.0,Wi-Fi 6,Under-display,None,181,Gold,4.1,37053
PH-966543,Vivo,Vivo V30e,2025,303,25149,6,256,Snapdragon 7 Gen 3,Snapdragon 7s Gen 2,Adreno 725,4097,45,Yes,6.5,1080x2520,120,OLED,50,8,2,4K@120fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.0,Wi-Fi 5,Rear-mounted,None,207,Black,4.3,9382
PH-815334,Vivo,Vivo X100,2025,500,41500,6,256,Exynos 1380,Exynos 1380,Mali-G610 MC6,4395,67,No,6.6,1080x2400,90,OLED,64,20,2,8K@24fps,Android,15,Single SIM,Yes,No,5.3,Wi-Fi 7,None,IP52,198,Green,4.3,46499
PH-579926,Vivo,Vivo V30,2025,592,49136,8,512,Exynos 1380,Dimensity 8300 Ultra,Mali-G615 MC2,4612,80,No,6.8,1440x3200,120,Super AMOLED,12,16,2,4K@60fps,Android,15,Single SIM,Yes,Yes,5.2,Wi-Fi 6E,Under-display,IP68,182,Green,4.4,2333
PH-479181,Vivo,Vivo Y18,2024,320,26560,8,256,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Adreno 725,4659,67,No,6.3,1440x3200,120,AMOLED,12,12,2,8K@24fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 5,Rear-mounted,IP54,193,Black,4.3,6644
PH-352455,Vivo,Vivo V30,2025,408,33864,12,256,Dimensity 8300 Ultra,Exynos 1380,Immortalis-G715,5130,80,Yes,6.3,1440x3200,90,Super AMOLED,48,16,3,8K@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,No,5.1,Wi-Fi 7,Under-display,IP54,183,Black,4.2,32879
PH-792945,Vivo,Vivo X100 Pro,2023,451,37433,8,256,Exynos 1380,Snapdragon 7s Gen 2,Adreno 732,4634,67,No,6.7,1080x2520,120,Super AMOLED,108,20,2,8K@24fps,Android,14,Single SIM,Yes,No,5.0,Wi-Fi 7,Side-mounted,None,169,Titanium,4.6,4989
PH-828846,Vivo,Vivo V40 Pro,2025,556,46148,12,512,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Mali-G610 MC6,4571,67,Yes,6.5,1080x2520,90,Super AMOLED,64,12,3,8K@24fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,No,5.1,Wi-Fi 5,Side-mounted,None,203,Black,4.3,9348
PH-652256,Vivo,Vivo Y18,2024,475,39425,12,512,Dimensity 8300 Ultra,Dimensity 7200,Adreno 725,4765,45,Yes,6.2,1440x3200,90,OLED,64,12,3,4K@120fps,Android,14,Single SIM,Yes,Yes,5.1,Wi-Fi 5,Under-display,IP52,182,Green,4.0,20936
PH-666940,Vivo,Vivo X100 Pro,2025,311,25813,6,512,Snapdragon 7 Gen 3,Dimensity 8300 Ultra,Mali-G610 MC6,4656,45,No,6.5,1440x3200,90,AMOLED,48,12,4,4K@120fps,Android,15,Single SIM,Yes,Yes,5.1,Wi-Fi 6,None,IP68,210,Graphite,4.2,27564
PH-615409,Vivo,Vivo X100,2024,579,48057,8,256,Exynos 1380,Exynos 1380,Mali-G615 MC2,4665,45,No,6.8,1440x3200,120,Super AMOLED,12,20,2,8K@24fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 7,Rear-mounted,None,197,Graphite,4.2,44361
PH-886240,Vivo,Vivo X100,2024,487,40421,8,256,Exynos 1380,Dimensity 7200,Mali-G615 MC2,4179,80,No,6.6,1440x3200,120,Super AMOLED,50,8,3,4K@120fps,Android,13,Single SIM,Yes,Yes,5.4,Wi-Fi 7,Under-display,IP67,201,White,4.1,5677
PH-677521,Vivo,Vivo X100,2025,432,35856,8,128,MediaTek Dimensity 7200,Exynos 1380,Immortalis-G715,4139,67,Yes,6.4,1440x3200,120,Super AMOLED,12,8,2,8K@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.1,Wi-Fi 7,None,None,184,Purple,4.3,3599
PH-529717,Vivo,Vivo V40 Pro,2025,495,41085,12,512,Snapdragon 7s Gen 2,Dimensity 8300 Ultra,Mali-G615 MC2,4897,80,No,6.7,1080x2520,120,OLED,48,12,2,8K@24fps,Android,13,Dual SIM (Nano-SIM),Yes,No,5.3,Wi-Fi 6E,Side-mounted,None,186,Red,4.4,26531
PH-999213,Vivo,Vivo V30,2024,367,30461,6,128,Dimensity 8300 Ultra,Exynos 1380,Immortalis-G715,4130,67,No,6.8,1080x2400,90,OLED,50,20,3,4K@60fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.0,Wi-Fi 6E,Under-display,None,204,Purple,4.0,30360
PH-138791,Vivo,Vivo Y18,2024,394,32702,12,128,Exynos 1380,Snapdragon 7s Gen 2,Immortalis-G715,4793,67,Yes,6.3,1080x2520,90,Super AMOLED,48,16,2,8K@24fps,Android,15,Single SIM,Yes,Yes,5.1,Wi-Fi 5,Under-display,IP54,188,Green,4.2,46973
PH-230378,Vivo,Vivo Y18,2025,325,26975,6,512,Snapdragon 7s Gen 2,Snapdragon 7s Gen 2,Adreno 732,4122,45,No,6.3,1440x3200,120,OLED,64,12,3,8K@30fps,Android,13,Single SIM,Yes,No,5.1,Wi-Fi 5,Under-display,IP54,199,Gray,4.2,46286
PH-169510,Vivo,Vivo X100 Pro,2024,434,36022,8,512,MediaTek Dimensity 7200,Dimensity 7200,Mali-G615 MC2,5059,45,Yes,6.5,1080x2520,90,OLED,108,16,3,8K@24fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.0,Wi-Fi 6,None,IP52,203,Gray,4.3,9423
PH-372022,Vivo,Vivo V30,2025,478,39674,12,256,Exynos 1380,Snapdragon 7s Gen 2,Immortalis-G715,5154,80,No,6.9,1080x2400,90,Super AMOLED,12,20,2,8K@30fps,Android,14,Dual SIM (Nano-SIM),Yes,Yes,5.3,Wi-Fi 6E,None,IP54,190,Midnight,4.6,17567
PH-896021,Vivo,Vivo V30,2023,571,47393,6,128,Exynos 1380,Snapdragon 7 Gen 3,Mali-G615 MC2,4573,45,No,6.7,1080x2400,90,Super AMOLED,12,12,2,8K@30fps,Android,13,Single SIM,Yes,Yes,5.0,Wi-Fi 6E,Side-mounted,IP54,184,Gray,4.4,44886
PH-632476,Vivo,Vivo V30,2023,442,36686,8,512,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Mali-G615 MC2,4065,67,Yes,6.4,1080x2520,90,OLED,64,16,2,4K@60fps,Android,13,Single SIM,Yes,Yes,5.1,Wi-Fi 6,None,IP52,175,Green,4.6,15864
PH-400877,Vivo,Vivo X100,2025,382,31706,8,128,MediaTek Dimensity 7200,Dimensity 7200,Mali-G610 MC6,4872,67,Yes,6.9,1440x3200,120,AMOLED,50,16,2,8K@24fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.3,Wi-Fi 6,Side-mounted,IP67,205,Gold,4.1,22479
PH-664198,Vivo,Vivo V30e,2025,442,36686,8,512,Snapdragon 7 Gen 3,Dimensity 7200,Adreno 732,4698,80,No,6.9,1440x3200,120,OLED,108,12,4,8K@30fps,Android,15,Single SIM,Yes,No,5.0,Wi-Fi 7,Side-mounted,IP67,182,White,4.1,8372
PH-913226,Vivo,Vivo V30,2023,530,43990,12,256,Dimensity 8300 Ultra,Snapdragon 7s Gen 2,Mali-G615 MC2,4119,67,Yes,6.5,1080x2400,90,OLED,12,12,2,4K@60fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.4,Wi-Fi 7,Under-display,IP52,210,Gray,4.5,2729
PH-236857,Vivo,Vivo V30,2024,519,43077,8,256,Snapdragon 7 Gen 3,Exynos 1380,Adreno 725,4472,80,Yes,6.9,1080x2520,120,AMOLED,108,16,4,8K@24fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.1,Wi-Fi 6,None,IP67,197,Black,4.1,12285
PH-614720,Vivo,Vivo V40 Pro,2025,456,37848,6,256,Exynos 1380,Snapdragon 7 Gen 3,Immortalis-G715,4377,45,No,6.7,1080x2520,90,AMOLED,64,16,4,8K@24fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.4,Wi-Fi 6E,Side-mounted,IP52,175,Titanium,4.6,26531
PH-795236,Vivo,Vivo V40 Pro,2023,422,35026,12,512,Exynos 1380,Dimensity 8300 Ultra,Adreno 725,4707,67,No,6.3,1080x2400,120,Super AMOLED,12,8,2,8K@30fps,Android,13,Single SIM,Yes,No,5.0,Wi-Fi 6E,Under-display,IP54,169,Red,4.5,10942
PH-144580,Vivo,Vivo X100 Pro,2023,483,40089,12,512,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Adreno 725,4785,45,Yes,6.6,1080x2520,90,OLED,108,12,3,8K@24fps,Android,14,Dual SIM,Yes,Yes,5.0,Wi-Fi 7,Under-display,None,189,Black,4.0,25711
PH-539053,Vivo,Vivo V30,2025,571,47393,8,512,Snapdragon 7 Gen 3,Dimensity 8300 Ultra,Adreno 725,5029,67,No,6.5,1080x2520,120,AMOLED,12,12,2,4K@120fps,Android,14,Dual SIM,Yes,No,5.3,Wi-Fi 6,Under-display,IP68,194,Black,4.6,45282
PH-828756,Vivo,Vivo V40 Pro,2023,518,42994,8,128,Dimensity 8300 Ultra,Snapdragon 7s Gen 2,Immortalis-G715,4526,80,Yes,6.7,1080x2400,120,Super AMOLED,50,12,4,4K@120fps,Android,13,Dual SIM,Yes,Yes,5.0,Wi-Fi 5,Side-mounted,IP54,199,Green,4.2,17252
PH-300660,Vivo,Vivo X100,2024,349,28967,8,512,Exynos 1380,Dimensity 7200,Mali-G610 MC6,4035,67,No,6.4,1080x2520,90,OLED,48,12,2,8K@30fps,Android,14,Dual SIM (Nano-SIM),Yes,No,5.0,Wi-Fi 5,Rear-mounted,IP67,174,White,4.2,30858
PH-617798,Vivo,Vivo X100,2024,523,43409,12,256,Exynos 1380,Dimensity 8300 Ultra,Mali-G610 MC6,4160,45,No,6.7,1440x3200,90,Super AMOLED,50,20,4,8K@30fps,Android,15,Single SIM,Yes,No,5.1,Wi-Fi 6E,Side-mounted,IP67,187,Black,4.4,8424
PH-513936,Vivo,Vivo X100 Pro,2023,477,39591,6,256,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Mali-G610 MC6,4718,80,Yes,6.6,1440x3200,90,AMOLED,48,12,2,8K@24fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.2,Wi-Fi 6E,None,None,196,Gray,4.5,20960
PH-117331,Vivo,Vivo Y18,2025,425,35275,12,128,Dimensity 8300 Ultra,Snapdragon 7s Gen 2,Adreno 732,5037,67,No,6.7,1080x2400,120,OLED,12,20,2,8K@24fps,Android,13,Single SIM,Yes,Yes,5.3,Wi-Fi 5,Side-mounted,IP52,176,Purple,4.4,23691
PH-521138,Vivo,Vivo Y18,2024,549,45567,12,512,MediaTek Dimensity 7200,Dimensity 8300 Ultra,Immortalis-G715,4169,45,No,6.5,1080x2520,90,OLED,108,8,3,4K@60fps,Android,14,Dual SIM,Yes,No,5.4,Wi-Fi 7,None,IP52,199,Titanium,4.1,23564
PH-502886,Vivo,Vivo X100,2023,395,32785,12,512,MediaTek Dimensity 7200,Snapdragon 7s Gen 2,Mali-G615 MC2,5127,80,No,6.3,1080x2400,90,AMOLED,108,20,3,8K@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.1,Wi-Fi 5,Rear-mounted,None,185,Blue,4.3,32882
PH-760051,Vivo,Vivo X100 Pro,2025,506,41998,6,512,Snapdragon 7s Gen 2,Exynos 1380,Immortalis-G715,4245,80,Yes,6.5,1440x3200,120,OLED,48,12,2,8K@24fps,Android,15,Single SIM,Yes,No,5.2,Wi-Fi 6E,Under-display,IP52,181,Black,4.5,12995
PH-938608,Vivo,Vivo V30,2023,582,48306,12,512,Exynos 1380,Exynos 1380,Adreno 732,4942,67,Yes,6.5,1080x2520,90,AMOLED,108,12,2,8K@30fps,Android,14,Single SIM,Yes,Yes,5.3,Wi-Fi 7,Under-display,IP67,204,Black,4.1,32561
PH-711262,Vivo,Vivo V40 Pro,2023,585,48555,12,128,MediaTek Dimensity 7200,Snapdragon 7s Gen 2,Adreno 725,4182,67,Yes,6.7,1080x2400,90,AMOLED,64,12,3,4K@60fps,Android,14,Dual SIM (Nano-SIM),Yes,Yes,5.2,Wi-Fi 7,Rear-mounted,IP52,207,Green,4.1,41076
PH-743136,Vivo,Vivo Y18,2024,302,25066,12,512,MediaTek Dimensity 7200,Snapdragon 7 Gen 3,Adreno 732,4036,45,No,6.2,1440x3200,90,Super AMOLED,12,16,2,4K@60fps,Android,13,Dual SIM,Yes,No,5.1,Wi-Fi 6,Side-mounted,IP67,180,Gray,4.0,41706
PH-685705,Vivo,Vivo V40 Pro,2025,551,45733,6,256,Snapdragon 7s Gen 2,Dimensity 8300 Ultra,Mali-G615 MC2,4301,67,Yes,6.4,1080x2400,120,Super AMOLED,50,12,2,8K@24fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 7,Side-mounted,None,185,White,4.2,19113
PH-640376,Vivo,Vivo X100,2025,307,25481,6,512,Exynos 1380,Exynos 1380,Immortalis-G715,5046,45,Yes,6.4,1080x2400,90,Super AMOLED,48,20,3,8K@24fps,Android,15,Dual SIM,Yes,Yes,5.3,Wi-Fi 6,None,IP68,192,Gray,4.1,1767
PH-807863,Vivo,Vivo X100 Pro,2025,533,44239,8,256,Dimensity 8300 Ultra,Dimensity 8300 Ultra,Immortalis-G715,4607,80,Yes,6.7,1080x2400,120,OLED,108,8,2,8K@24fps,Android,14,Dual SIM,Yes,Yes,5.3,Wi-Fi 6,Under-display,IP54,207,Green,4.6,15411
PH-978562,Vivo,Vivo V30e,2023,444,36852,8,256,MediaTek Dimensity 7200,Exynos 1380,Adreno 732,4191,80,Yes,6.7,1080x2520,120,OLED,12,16,2,8K@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.1,Wi-Fi 6,Side-mounted,IP54,186,Silver,4.3,208
PH-769189,Vivo,Vivo V30,2024,598,49634,12,512,Snapdragon 7s Gen 2,Dimensity 8300 Ultra,Immortalis-G715,4342,80,No,6.6,1080x2400,90,Super AMOLED,12,12,2,8K@24fps,Android,15,Dual SIM,Yes,No,5.3,Wi-Fi 5,Side-mounted,IP68,202,Blue,4.4,12358
PH-818262,Vivo,Vivo V40 Pro,2024,415,34445,12,256,Exynos 1380,Dimensity 8300 Ultra,Immortalis-G715,4627,67,Yes,6.6,1080x2400,120,AMOLED,64,12,3,4K@120fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.1,Wi-Fi 6E,Under-display,IP68,165,Graphite,4.4,47474
PH-149299,Vivo,Vivo X100 Pro,2023,500,41500,8,128,MediaTek Dimensity 7200,Dimensity 7200,Adreno 725,4932,45,No,6.4,1080x2520,120,OLED,64,20,2,4K@60fps,Android,15,Dual SIM,Yes,Yes,5.4,Wi-Fi 7,Side-mounted,IP68,168,White,4.1,485
PH-380770,Vivo,Vivo V30,2025,323,26809,12,128,Exynos 1380,Dimensity 8300 Ultra,Adreno 725,4975,45,No,6.8,1080x2400,90,OLED,48,16,3,4K@60fps,Android,15,Dual SIM,Yes,No,5.3,Wi-Fi 6,Rear-mounted,IP52,170,Green,4.1,46326
PH-369235,Vivo,Vivo Y18,2024,453,37599,8,256,Dimensity 8300 Ultra,Snapdragon 7s Gen 2,Mali-G615 MC2,4671,45,No,6.8,1080x2520,90,AMOLED,64,20,2,4K@60fps,Android,15,Single SIM,Yes,No,5.3,Wi-Fi 6,Under-display,None,186,Purple,4.2,46867
PH-422678,Vivo,Vivo X100 Pro,2024,528,43824,6,128,Dimensity 8300 Ultra,Snapdragon 7s Gen 2,Mali-G610 MC6,4603,67,Yes,6.3,1080x2520,90,OLED,64,8,3,8K@24fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,No,5.3,Wi-Fi 7,Side-mounted,IP54,169,Midnight,4.6,4237
PH-423945,Vivo,Vivo V30,2024,521,43243,8,512,Snapdragon 7s Gen 2,Dimensity 7200,Adreno 732,4562,80,No,6.2,1080x2400,120,Super AMOLED,108,16,2,8K@24fps,Android,13,Single SIM,Yes,Yes,5.4,Wi-Fi 6E,None,IP67,166,White,4.3,13409
PH-251814,Vivo,Vivo X100,2023,598,49634,6,256,Exynos 1380,Exynos 1380,Adreno 725,4212,45,No,6.5,1080x2400,120,Super AMOLED,12,16,2,4K@60fps,Android,15,Dual SIM,Yes,Yes,5.3,Wi-Fi 6,Under-display,None,195,Gray,4.4,48147
PH-258753,Vivo,Vivo V40 Pro,2024,598,49634,6,256,Exynos 1380,Dimensity 7200,Adreno 732,4450,45,Yes,6.8,1440x3200,120,Super AMOLED,12,12,2,8K@30fps,Android,13,Dual SIM,Yes,Yes,5.3,Wi-Fi 6,Under-display,None,172,White,4.1,33586
PH-322138,Vivo,Vivo V40 Pro,2023,359,29797,8,256,Dimensity 8300 Ultra,Snapdragon 7 Gen 3,Immortalis-G715,4848,67,Yes,6.6,1080x2400,120,Super AMOLED,12,20,2,8K@30fps,Android,15,Single SIM,Yes,Yes,5.1,Wi-Fi 6,Rear-mounted,None,172,White,4.4,16322
PH-867195,Vivo,Vivo V30e,2023,426,35358,6,256,Snapdragon 7 Gen 3,Snapdragon 7s Gen 2,Adreno 725,4721,67,No,6.3,1080x2520,120,Super AMOLED,12,16,2,8K@24fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.0,Wi-Fi 7,Under-display,None,187,Gray,4.4,39979
PH-664406,Vivo,Vivo V30e,2025,448,37184,12,128,Snapdragon 7 Gen 3,Dimensity 7200,Mali-G615 MC2,4584,67,Yes,6.6,1440x3200,90,OLED,50,20,2,8K@30fps,Android,15,Single SIM,Yes,No,5.1,Wi-Fi 6,Under-display,IP67,189,Blue,4.1,28373
PH-309664,Vivo,Vivo X100,2026,862,71546,8,512,Snapdragon 8+ Gen 1,Tensor G3,Xclipse 920,5264,45,Yes,6.2,1290x2796,144,LTPO AMOLED,12,16,2,4K@120fps,Android,14,Dual SIM (Nano-SIM),Yes,Yes,5.0,Wi-Fi 7,None,IP67,166,Silver,4.4,17907
PH-381912,Vivo,Vivo Y18,2025,941,78103,12,512,Snapdragon 8+ Gen 1,Dimensity 9200+,Immortalis-G720,5249,45,Yes,6.4,1560x3120,144,LTPO AMOLED,50,12,3,4K@120fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.2,Wi-Fi 5,None,IP68,171,Graphite,4.7,17300
PH-618101,Vivo,Vivo V30e,2024,942,78186,16,512,Snapdragon 8 Gen 2,Exynos 2400,Immortalis-G720,4961,45,Yes,6.7,1440x3200,144,AMOLED,50,12,4,8K@24fps,Android,14,Dual SIM,Yes,Yes,5.2,Wi-Fi 6E,None,IP54,171,Midnight,4.4,33957
PH-362481,Vivo,Vivo X100 Pro,2025,688,57104,8,512,Snapdragon 8+ Gen 1,Dimensity 9200+,Adreno 740,5447,67,Yes,6.1,1560x3120,144,OLED,108,8,4,8K@30fps,Android,13,Dual SIM,Yes,Yes,5.4,Wi-Fi 6,Rear-mounted,IP54,195,Gray,4.3,7547
PH-104101,Vivo,Vivo V40 Pro,2025,925,76775,8,256,Snapdragon 8+ Gen 1,Dimensity 9200+,Adreno 735,4853,80,Yes,6.4,1440x3200,120,OLED,48,16,2,4K@60fps,Android,13,Single SIM,Yes,Yes,5.1,Wi-Fi 7,Under-display,IP67,173,Green,4.2,37508
PH-928023,Vivo,Vivo X100 Pro,2026,913,75779,8,512,MediaTek Dimensity 9200+,Tensor G3,Adreno 740,5207,80,Yes,6.7,1440x3200,120,OLED,64,20,4,4K@60fps,Android,13,Single SIM,Yes,Yes,5.3,Wi-Fi 5,None,IP52,187,Graphite,4.7,3235
PH-498238,Vivo,Vivo X100 Pro,2024,606,50298,12,512,Google Tensor G3,Snapdragon 8 Gen 2,Immortalis-G720,5018,80,Yes,6.7,1290x2796,120,AMOLED,108,20,3,4K@60fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 6E,Side-mounted,IP52,203,Green,4.2,7217
PH-491412,Vivo,Vivo X100 Pro,2024,856,71048,12,512,Snapdragon 8 Gen 2,Dimensity 9200+,Mali-G710 MC10,5237,100,Yes,6.3,1290x2796,120,OLED,64,16,4,8K@30fps,Android,14,Single SIM,Yes,Yes,5.1,Wi-Fi 7,None,IP68,204,White,4.4,21978
PH-427407,Vivo,Vivo V40 Pro,2026,944,78352,16,512,Snapdragon 8 Gen 2,Snapdragon 8 Gen 2,Xclipse 920,5135,80,Yes,6.7,1290x2796,120,AMOLED,12,8,2,8K@30fps,Android,14,Single SIM,Yes,Yes,5.1,Wi-Fi 7,Under-display,IP67,197,Titanium,4.4,9745
PH-219962,Vivo,Vivo V40 Pro,2024,605,50215,8,512,Exynos 2400,Dimensity 9200+,Adreno 740,5480,80,Yes,6.6,1290x2796,120,OLED,50,12,4,8K@24fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.0,Wi-Fi 5,Rear-mounted,IP67,183,Blue,4.4,7604
PH-217887,Vivo,Vivo V40 Pro,2026,913,75779,16,512,Exynos 2400,Dimensity 9200+,Immortalis-G720,4762,45,Yes,6.5,1290x2796,144,LTPO AMOLED,64,20,3,4K@60fps,Android,14,Single SIM,Yes,Yes,5.0,Wi-Fi 6,None,IP67,180,Black,4.6,48799
PH-100642,Vivo,Vivo V40 Pro,2026,659,54697,16,256,Google Tensor G3,Dimensity 9200+,Immortalis-G720,5345,45,Yes,6.1,1560x3120,144,LTPO AMOLED,50,16,2,4K@60fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.4,Wi-Fi 6E,Rear-mounted,IP52,175,Green,4.5,39208
PH-218268,Vivo,Vivo V30,2024,928,77024,12,256,Google Tensor G3,Snapdragon 8+ Gen 1,Mali-G710 MC10,5419,67,Yes,6.3,1290x2796,144,AMOLED,12,8,2,4K@60fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.4,Wi-Fi 6E,None,None,194,Gold,4.8,6130
PH-732163,Vivo,Vivo X100 Pro,2024,803,66649,8,256,Snapdragon 8 Gen 2,Exynos 2400,Mali-G710 MC10,4981,67,Yes,6.4,1560x3120,144,AMOLED,108,8,4,8K@24fps,Android,14,Dual SIM,Yes,Yes,5.4,Wi-Fi 5,Side-mounted,IP68,178,Green,4.2,7235
